transaction_id,full_date,day,month,quarter,year,weekday,product_key,product_name,category,subcategory,unit_price,store_key,store_name,city,state,quantity,discount,gross_amount,net_amount,lag_1,lag_3,lag_7,rolling_mean_3,rolling_mean_7,predicted_quantity
22304,2025-11-29,29,11,4,2025,2,89,368,11,16,1840.0,98,104,26,14,1,10.0,1840.0,1656.0,1.0,0.0,0.0,0.0,0.0,1.003512
12243,2024-10-20,20,10,4,2024,3,89,368,11,16,1840.0,108,56,13,22,2,15.0,3680.0,3128.0,0.0,0.0,0.0,0.0,0.0,4.051131
17757,2025-10-19,19,10,4,2025,3,89,368,11,16,1840.0,108,56,13,22,2,15.0,3680.0,3128.0,2.0,0.0,0.0,0.0,0.0,1.9370923
17243,2026-12-05,5,12,4,2026,2,89,368,11,16,1840.0,108,56,13,22,2,15.0,3680.0,3128.0,2.0,0.0,0.0,0.0,0.0,1.8822994
14521,2024-09-26,26,9,3,2024,4,89,368,11,16,1840.0,127,236,68,0,2,5.0,3680.0,3496.0,0.0,0.0,0.0,0.0,0.0,2.8036332
20035,2025-09-22,22,9,3,2025,1,89,368,11,16,1840.0,127,236,68,0,2,5.0,3680.0,3496.0,2.0,0.0,0.0,0.0,0.0,1.9486884
14329,2024-06-26,26,6,2,2024,6,89,368,11,16,1840.0,144,33,8,14,3,5.0,5520.0,5244.0,0.0,0.0,0.0,0.0,0.0,3.79941
19843,2025-06-24,24,6,2,2025,5,89,368,11,16,1840.0,144,33,8,14,3,5.0,5520.0,5244.0,3.0,0.0,0.0,0.0,0.0,2.9343762
15337,2024-02-11,11,2,1,2024,3,89,368,11,16,1840.0,146,183,49,2,1,15.0,1840.0,1564.0,0.0,0.0,0.0,0.0,0.0,3.8971672
20851,2025-10-31,31,10,4,2025,0,89,368,11,16,1840.0,146,183,49,2,1,15.0,1840.0,1564.0,1.0,0.0,0.0,0.0,0.0,0.82372916
12322,2024-10-14,14,10,4,2024,1,89,368,11,16,1840.0,157,230,67,0,3,15.0,5520.0,4692.0,0.0,0.0,0.0,0.0,0.0,1.4038595
17836,2025-10-15,15,10,4,2025,6,89,368,11,16,1840.0,157,230,67,0,3,15.0,5520.0,4692.0,3.0,0.0,0.0,0.0,0.0,2.837853
17322,2026-09-05,5,9,3,2026,2,89,368,11,16,1840.0,157,230,67,0,3,15.0,5520.0,4692.0,3.0,0.0,0.0,0.0,0.0,2.8185549
13317,2024-08-18,18,8,3,2024,3,89,368,11,16,1840.0,162,151,40,22,14,0.0,25760.0,25760.0,0.0,0.0,0.0,0.0,0.0,8.251502
18831,2025-08-15,15,8,3,2025,0,89,368,11,16,1840.0,162,151,40,22,14,0.0,25760.0,25760.0,14.0,0.0,0.0,0.0,0.0,13.929766
23317,2026-05-04,4,5,2,2026,1,89,368,11,16,1840.0,162,151,40,22,14,0.0,25760.0,25760.0,14.0,0.0,0.0,0.0,0.0,13.979488
14465,2024-12-10,10,12,4,2024,5,89,368,11,16,1840.0,163,124,34,25,1,0.0,1840.0,1840.0,0.0,0.0,0.0,0.0,0.0,4.536949
19979,2025-12-10,10,12,4,2025,6,89,368,11,16,1840.0,163,124,34,25,1,0.0,1840.0,1840.0,1.0,0.0,0.0,0.0,0.0,1.0605335
14596,2024-05-21,21,5,2,2024,5,89,368,11,16,1840.0,178,121,33,21,1,0.0,1840.0,1840.0,0.0,0.0,0.0,0.0,0.0,3.2632244
20110,2025-05-21,21,5,2,2025,6,89,368,11,16,1840.0,178,121,33,21,1,0.0,1840.0,1840.0,1.0,0.0,0.0,0.0,0.0,0.9510064
14109,2024-03-05,5,3,1,2024,5,89,368,11,16,1840.0,182,222,64,21,3,15.0,5520.0,4692.0,0.0,0.0,0.0,0.0,0.0,2.1972778
19623,2025-02-05,5,2,1,2025,6,89,368,11,16,1840.0,182,222,64,21,3,15.0,5520.0,4692.0,3.0,0.0,0.0,0.0,0.0,2.7559018
15999,2024-10-05,5,10,4,2024,2,89,368,11,16,1840.0,205,30,7,7,2,5.0,3680.0,3496.0,0.0,0.0,0.0,0.0,0.0,2.1244092
21513,2025-09-05,5,9,3,2025,0,89,368,11,16,1840.0,205,30,7,7,2,5.0,3680.0,3496.0,2.0,0.0,0.0,0.0,0.0,1.698335
13918,2024-10-15,15,10,4,2024,5,89,368,11,16,1840.0,240,217,60,15,1,0.0,1840.0,1840.0,0.0,0.0,0.0,0.0,0.0,3.9938369
19432,2025-10-16,16,10,4,2025,4,89,368,11,16,1840.0,240,217,60,15,1,0.0,1840.0,1840.0,1.0,0.0,0.0,0.0,0.0,0.9924363
23918,2026-10-05,5,10,4,2026,1,89,368,11,16,1840.0,240,217,60,15,1,0.0,1840.0,1840.0,1.0,0.0,0.0,0.0,0.0,0.93058884
15899,2024-02-10,10,2,1,2024,2,90,233,7,12,1269.0,7,162,42,15,1,0.0,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,5.0908427
21413,2025-09-27,27,9,3,2025,2,90,233,7,12,1269.0,7,162,42,15,1,0.0,1269.0,1269.0,1.0,0.0,0.0,0.0,0.0,1.2879325
12903,2024-04-10,10,4,2,2024,6,90,233,7,12,1269.0,25,19,6,12,1,5.0,1269.0,1205.55,0.0,0.0,0.0,0.0,0.0,3.4254303
18417,2025-09-29,29,9,3,2025,1,90,233,7,12,1269.0,25,19,6,12,1,5.0,1269.0,1205.55,1.0,0.0,0.0,0.0,0.0,1.0423265
22903,2026-04-30,30,4,2,2026,4,90,233,7,12,1269.0,25,19,6,12,1,5.0,1269.0,1205.55,1.0,0.0,0.0,0.0,0.0,0.98246396
15695,2024-01-22,22,1,1,2024,1,90,233,7,12,1269.0,30,22,6,12,3,0.0,3807.0,3807.0,0.0,0.0,0.0,0.0,0.0,3.9530625
21209,2025-01-22,22,1,1,2025,6,90,233,7,12,1269.0,30,22,6,12,3,0.0,3807.0,3807.0,3.0,0.0,0.0,0.0,0.0,2.8401315
16799,2024-10-20,20,10,4,2024,3,90,233,7,12,1269.0,39,94,24,23,3,0.0,3807.0,3807.0,0.0,0.0,0.0,0.0,0.0,4.124129
22313,2025-10-19,19,10,4,2025,3,90,233,7,12,1269.0,39,94,24,23,3,0.0,3807.0,3807.0,3.0,0.0,0.0,0.0,0.0,3.0285604
12256,2024-12-10,10,12,4,2024,5,90,233,7,12,1269.0,53,47,12,22,5,5.0,6345.0,6027.75,0.0,0.0,0.0,0.0,0.0,4.622078
17770,2025-11-10,10,11,4,2025,1,90,233,7,12,1269.0,53,47,12,22,5,5.0,6345.0,6027.75,5.0,0.0,0.0,0.0,0.0,4.848526
17256,2026-07-05,5,7,3,2026,3,90,233,7,12,1269.0,53,47,12,22,5,5.0,6345.0,6027.75,5.0,0.0,0.0,0.0,0.0,4.90177
15217,2024-10-08,8,10,4,2024,5,90,233,7,12,1269.0,61,138,36,27,2,0.0,2538.0,2538.0,0.0,0.0,0.0,0.0,0.0,4.493803
20731,2025-08-08,8,8,3,2025,0,90,233,7,12,1269.0,61,138,36,27,2,0.0,2538.0,2538.0,2.0,0.0,0.0,0.0,0.0,2.0121174
14131,2024-08-14,14,8,3,2024,6,90,233,7,12,1269.0,65,190,50,15,2,5.0,2538.0,2411.1,0.0,0.0,0.0,0.0,0.0,5.385529
19645,2025-10-08,8,10,4,2025,6,90,233,7,12,1269.0,65,190,50,15,2,5.0,2538.0,2411.1,2.0,0.0,0.0,0.0,0.0,2.1838183
16387,2024-10-16,16,10,4,2024,6,90,233,7,12,1269.0,73,6,1,7,3,10.0,3807.0,3426.3,0.0,0.0,0.0,0.0,0.0,3.4680152
21901,2025-10-17,17,10,4,2025,0,90,233,7,12,1269.0,73,6,1,7,3,10.0,3807.0,3426.3,3.0,0.0,0.0,0.0,0.0,2.881809
12353,2024-06-14,14,6,2,2024,0,90,233,7,12,1269.0,75,4,1,7,1,0.0,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,3.2013605
17867,2025-06-13,13,6,2,2025,0,90,233,7,12,1269.0,75,4,1,7,1,0.0,1269.0,1269.0,1.0,0.0,0.0,0.0,0.0,0.9720733
17353,2026-07-03,3,7,3,2026,0,90,233,7,12,1269.0,75,4,1,7,1,0.0,1269.0,1269.0,1.0,0.0,0.0,0.0,0.0,0.9884466
16442,2024-11-22,22,11,4,2024,0,90,233,7,12,1269.0,81,113,29,21,2,10.0,2538.0,2284.2,0.0,0.0,0.0,0.0,0.0,4.0820165
21956,2025-11-22,22,11,4,2025,2,90,233,7,12,1269.0,81,113,29,21,2,10.0,2538.0,2284.2,2.0,0.0,0.0,0.0,0.0,2.0493932
16114,2024-01-12,12,1,1,2024,0,90,233,7,12,1269.0,108,56,13,22,1,0.0,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,4.1323133
21628,2025-02-12,12,2,1,2025,6,90,233,7,12,1269.0,108,56,13,22,1,0.0,1269.0,1269.0,1.0,0.0,0.0,0.0,0.0,0.8977692
13577,2024-05-19,19,5,2,2024,3,90,233,7,12,1269.0,139,165,43,12,1,0.0,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,3.4093723
19091,2025-05-18,18,5,2,2025,3,90,233,7,12,1269.0,139,165,43,12,1,0.0,1269.0,1269.0,1.0,0.0,0.0,0.0,0.0,0.88786745
23577,2026-02-25,25,2,1,2026,6,90,233,7,12,1269.0,139,165,43,12,1,0.0,1269.0,1269.0,1.0,0.0,0.0,0.0,0.0,0.7062268
14569,2024-10-19,19,10,4,2024,2,90,233,7,12,1269.0,152,80,19,8,3,0.0,3807.0,3807.0,0.0,0.0,0.0,0.0,0.0,3.8038325
20083,2025-10-19,19,10,4,2025,3,90,233,7,12,1269.0,152,80,19,8,3,0.0,3807.0,3807.0,3.0,0.0,0.0,0.0,0.0,2.8628647
16397,2024-04-21,21,4,2,2024,3,90,233,7,12,1269.0,183,223,64,21,3,0.0,3807.0,3807.0,0.0,0.0,0.0,0.0,0.0,2.377083
21911,2025-04-20,20,4,2,2025,3,90,233,7,12,1269.0,183,223,64,21,3,0.0,3807.0,3807.0,3.0,0.0,0.0,0.0,0.0,2.927081
12896,2024-06-08,8,6,2,2024,2,91,135,4,15,13466.0,15,72,16,5,3,10.0,40398.0,36358.2,0.0,0.0,0.0,0.0,0.0,5.998156
18410,2025-04-08,8,4,2,2025,5,91,135,4,15,13466.0,15,72,16,5,3,10.0,40398.0,36358.2,3.0,0.0,0.0,0.0,0.0,3.0026762
22896,2026-03-29,29,3,1,2026,3,91,135,4,15,13466.0,15,72,16,5,3,10.0,40398.0,36358.2,3.0,0.0,0.0,0.0,0.0,2.9792714
14343,2024-06-15,15,6,2,2024,2,91,135,4,15,13466.0,49,48,12,22,5,0.0,67330.0,67330.0,0.0,0.0,0.0,0.0,0.0,4.5005465
19857,2025-06-14,14,6,2,2025,2,91,135,4,15,13466.0,49,48,12,22,5,0.0,67330.0,67330.0,5.0,0.0,0.0,0.0,0.0,4.642917
12428,2024-07-06,6,7,3,2024,2,91,135,4,15,13466.0,78,8,1,7,2,20.0,26932.0,21545.6,0.0,0.0,0.0,0.0,0.0,4.123055
17942,2025-06-06,6,6,2,2025,0,91,135,4,15,13466.0,78,8,1,7,2,20.0,26932.0,21545.6,2.0,0.0,0.0,0.0,0.0,1.8477864
17428,2026-05-03,3,5,2,2026,3,91,135,4,15,13466.0,78,8,1,7,2,20.0,26932.0,21545.6,2.0,0.0,0.0,0.0,0.0,1.8659308
12534,2024-01-09,9,1,1,2024,5,91,135,4,15,13466.0,79,3,1,7,5,0.0,67330.0,67330.0,0.0,0.0,0.0,0.0,0.0,5.1768026
18048,2025-08-28,28,8,3,2025,4,91,135,4,15,13466.0,79,3,1,7,5,0.0,67330.0,67330.0,5.0,0.0,0.0,0.0,0.0,4.7002373
22534,2026-12-04,4,12,4,2026,0,91,135,4,15,13466.0,79,3,1,7,5,0.0,67330.0,67330.0,5.0,0.0,0.0,0.0,0.0,6.1468205
12392,2024-05-27,27,5,2,2024,1,91,135,4,15,13466.0,86,143,38,25,4,5.0,53864.0,51170.8,0.0,0.0,0.0,0.0,0.0,4.1039753
17906,2025-05-26,26,5,2,2025,1,91,135,4,15,13466.0,86,143,38,25,4,5.0,53864.0,51170.8,4.0,0.0,0.0,0.0,0.0,3.8765018
17392,2026-01-03,3,1,1,2026,2,91,135,4,15,13466.0,86,143,38,25,4,5.0,53864.0,51170.8,4.0,0.0,0.0,0.0,0.0,3.9648328
16531,2024-03-29,29,3,1,2024,0,91,135,4,15,13466.0,88,142,38,25,4,15.0,53864.0,45784.4,0.0,0.0,0.0,0.0,0.0,4.4215546
22045,2025-03-29,29,3,1,2025,2,91,135,4,15,13466.0,88,142,38,25,4,15.0,53864.0,45784.4,4.0,0.0,0.0,0.0,0.0,3.8377826
14277,2024-10-30,30,10,4,2024,6,91,135,4,15,13466.0,143,32,8,14,2,0.0,26932.0,26932.0,0.0,0.0,0.0,0.0,0.0,4.344479
19791,2025-10-25,25,10,4,2025,2,91,135,4,15,13466.0,143,32,8,14,2,0.0,26932.0,26932.0,2.0,0.0,0.0,0.0,0.0,1.7698452
12765,2024-10-13,13,10,4,2024,3,91,135,4,15,13466.0,162,151,40,22,19,10.0,255854.0,230268.6,0.0,0.0,0.0,0.0,0.0,13.8461275
18279,2025-10-14,14,10,4,2025,5,91,135,4,15,13466.0,162,151,40,22,19,10.0,255854.0,230268.6,19.0,0.0,0.0,0.0,0.0,18.96843
22765,2026-09-05,5,9,3,2026,2,91,135,4,15,13466.0,162,151,40,22,19,10.0,255854.0,230268.6,19.0,0.0,0.0,0.0,0.0,18.974401
15983,2024-12-27,27,12,4,2024,0,92,283,8,19,365.0,15,72,16,5,1,15.0,365.0,310.25,0.0,0.0,0.0,0.0,0.0,6.030363
21497,2025-12-27,27,12,4,2025,2,92,283,8,19,365.0,15,72,16,5,1,15.0,365.0,310.25,1.0,0.0,0.0,0.0,0.0,1.4484994
13040,2024-12-23,23,12,4,2024,1,92,283,8,19,365.0,79,3,1,7,3,0.0,1095.0,1095.0,0.0,0.0,0.0,0.0,0.0,3.880403
18554,2025-12-23,23,12,4,2025,5,92,283,8,19,365.0,79,3,1,7,3,0.0,1095.0,1095.0,3.0,0.0,0.0,0.0,0.0,3.926159
23040,2026-06-22,22,6,2,2026,1,92,283,8,19,365.0,79,3,1,7,3,0.0,1095.0,1095.0,3.0,0.0,0.0,0.0,0.0,2.776413
12974,2024-11-15,15,11,4,2024,0,92,283,8,19,365.0,95,103,26,14,38,36.0,13870.0,8876.8,0.0,0.0,0.0,0.0,0.0,31.043316
18488,2025-11-15,15,11,4,2025,2,92,283,8,19,365.0,95,103,26,14,38,36.0,13870.0,8876.8,38.0,0.0,0.0,0.0,0.0,38.27203
22974,2026-05-30,30,5,2,2026,2,92,283,8,19,365.0,95,103,26,14,38,36.0,13870.0,8876.8,38.0,0.0,0.0,0.0,0.0,38.040295
16548,2024-07-20,20,7,3,2024,2,92,283,8,19,365.0,101,170,44,15,3,5.0,1095.0,1040.25,0.0,0.0,0.0,0.0,0.0,4.428689
22062,2025-07-19,19,7,3,2025,2,92,283,8,19,365.0,101,170,44,15,3,5.0,1095.0,1040.25,3.0,0.0,0.0,0.0,0.0,2.9646769
14881,2024-08-27,27,8,3,2024,5,92,283,8,19,365.0,108,56,13,22,5,0.0,1825.0,1825.0,0.0,0.0,0.0,0.0,0.0,4.521469
20395,2025-08-25,25,8,3,2025,1,92,283,8,19,365.0,108,56,13,22,5,0.0,1825.0,1825.0,5.0,0.0,0.0,0.0,0.0,4.844917
13660,2024-02-17,17,2,1,2024,2,92,283,8,19,365.0,131,225,65,7,2,5.0,730.0,693.5,0.0,0.0,0.0,0.0,0.0,3.1158082
19174,2025-02-16,16,2,1,2025,3,92,283,8,19,365.0,131,225,65,7,2,5.0,730.0,693.5,2.0,0.0,0.0,0.0,0.0,1.9385859
23660,2026-01-17,17,1,1,2026,2,92,283,8,19,365.0,131,225,65,7,2,5.0,730.0,693.5,2.0,0.0,0.0,0.0,0.0,1.9164928
14224,2024-11-29,29,11,4,2024,0,93,2,0,11,4212.0,5,164,42,15,1,0.0,4212.0,4212.0,0.0,0.0,0.0,0.0,0.0,2.3141508
19738,2025-11-29,29,11,4,2025,2,93,2,0,11,4212.0,5,164,42,15,1,0.0,4212.0,4212.0,1.0,0.0,0.0,0.0,0.0,1.0699177
14387,2024-08-11,11,8,3,2024,3,93,2,0,11,4212.0,7,162,42,15,2,0.0,8424.0,8424.0,0.0,0.0,0.0,0.0,0.0,2.6871498
19901,2025-08-11,11,8,3,2025,1,93,2,0,11,4212.0,7,162,42,15,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,1.9850227
12427,2024-07-07,7,7,3,2024,3,93,2,0,11,4212.0,10,153,42,15,2,0.0,8424.0,8424.0,0.0,0.0,0.0,0.0,0.0,3.9719675
17941,2025-05-07,7,5,2,2025,6,93,2,0,11,4212.0,10,153,42,15,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,2.1176438
17427,2026-03-16,16,3,1,2026,1,93,2,0,11,4212.0,10,153,42,15,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,2.0862858
12509,2024-12-03,3,12,4,2024,5,93,2,0,11,4212.0,28,21,6,12,5,5.0,21060.0,20007.0,0.0,0.0,0.0,0.0,0.0,4.027068
18023,2025-12-03,3,12,4,2025,6,93,2,0,11,4212.0,28,21,6,12,5,5.0,21060.0,20007.0,5.0,0.0,0.0,0.0,0.0,4.8595433
17511,2026-01-25,25,1,1,2026,3,93,2,0,11,4212.0,28,21,6,12,5,5.0,21060.0,20007.0,5.0,0.0,0.0,0.0,0.0,4.5369387
13788,2024-10-12,12,10,4,2024,2,93,2,0,11,4212.0,30,22,6,12,2,5.0,8424.0,8002.8,0.0,0.0,0.0,0.0,0.0,3.6669052
19302,2025-10-12,12,10,4,2025,3,93,2,0,11,4212.0,30,22,6,12,2,5.0,8424.0,8002.8,2.0,0.0,0.0,0.0,0.0,1.8964419
23788,2026-06-14,14,6,2,2026,3,93,2,0,11,4212.0,30,22,6,12,2,5.0,8424.0,8002.8,2.0,0.0,0.0,0.0,0.0,1.8839705
14269,2024-09-10,10,9,3,2024,5,93,2,0,11,4212.0,34,18,6,12,1,0.0,4212.0,4212.0,0.0,0.0,0.0,0.0,0.0,3.3263257
12394,2024-11-22,22,11,4,2024,0,93,2,0,11,4212.0,34,18,6,12,5,0.0,21060.0,21060.0,1.0,0.0,0.0,0.0,0.0,2.6041148
19783,2025-06-10,10,6,2,2025,5,93,2,0,11,4212.0,34,18,6,12,1,0.0,4212.0,4212.0,5.0,0.0,0.0,0.0,0.0,4.2102065
17908,2025-11-22,22,11,4,2025,2,93,2,0,11,4212.0,34,18,6,12,5,0.0,21060.0,21060.0,1.0,1.0,0.0,2.333333333333333,0.0,4.1605163
17394,2026-03-06,6,3,1,2026,0,93,2,0,11,4212.0,34,18,6,12,5,0.0,21060.0,21060.0,5.0,5.0,0.0,3.6666666666666665,0.0,4.2632966
12070,2024-10-10,10,10,4,2024,4,93,2,0,11,4212.0,54,53,12,22,2,0.0,8424.0,8424.0,0.0,0.0,0.0,0.0,0.0,3.840086
17585,2025-07-10,10,7,3,2025,4,93,2,0,11,4212.0,54,53,12,22,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,1.9258518
17070,2026-05-05,5,5,2,2026,5,93,2,0,11,4212.0,54,53,12,22,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,2.0146646
14679,2024-12-25,25,12,4,2024,6,93,2,0,11,4212.0,60,135,36,27,3,0.0,12636.0,12636.0,0.0,0.0,0.0,0.0,0.0,3.938574
20193,2025-12-25,25,12,4,2025,4,93,2,0,11,4212.0,60,135,36,27,3,0.0,12636.0,12636.0,3.0,0.0,0.0,0.0,0.0,3.1427112
13512,2024-04-09,9,4,2,2024,5,93,2,0,11,4212.0,67,193,50,15,33,0.0,138996.0,138996.0,0.0,0.0,0.0,0.0,0.0,16.46381
19026,2025-08-30,30,8,3,2025,2,93,2,0,11,4212.0,67,193,50,15,33,0.0,138996.0,138996.0,33.0,0.0,0.0,0.0,0.0,32.81281
23512,2026-12-04,4,12,4,2026,0,93,2,0,11,4212.0,67,193,50,15,33,0.0,138996.0,138996.0,33.0,0.0,0.0,0.0,0.0,32.5109
14526,2024-12-30,30,12,4,2024,1,93,2,0,11,4212.0,95,103,26,14,1,10.0,4212.0,3790.8,0.0,0.0,0.0,0.0,0.0,3.5118046
20040,2025-12-30,30,12,4,2025,5,93,2,0,11,4212.0,95,103,26,14,1,10.0,4212.0,3790.8,1.0,0.0,0.0,0.0,0.0,0.947951
13224,2024-04-30,30,4,2,2024,5,93,2,0,11,4212.0,96,105,26,14,4,5.0,16848.0,16005.6,0.0,0.0,0.0,0.0,0.0,5.193389
18739,2025-04-29,29,4,2,2025,5,93,2,0,11,4212.0,96,105,26,14,4,5.0,16848.0,16005.6,4.0,0.0,0.0,0.0,0.0,3.7466757
23224,2026-02-17,17,2,1,2026,5,93,2,0,11,4212.0,96,105,26,14,4,5.0,16848.0,16005.6,4.0,0.0,0.0,0.0,0.0,3.7550316
15060,2024-12-26,26,12,4,2024,4,93,2,0,11,4212.0,106,57,13,22,1,5.0,4212.0,4001.4,0.0,0.0,0.0,0.0,0.0,4.0826654
15840,2024-12-28,28,12,4,2024,2,93,2,0,11,4212.0,106,57,13,22,4,40.0,16848.0,10108.8,1.0,0.0,0.0,0.0,0.0,3.9937918
20574,2025-12-26,26,12,4,2025,0,93,2,0,11,4212.0,106,57,13,22,1,5.0,4212.0,4001.4,4.0,0.0,0.0,0.0,0.0,3.3542404
21354,2025-12-27,27,12,4,2025,2,93,2,0,11,4212.0,106,57,13,22,4,40.0,16848.0,10108.8,1.0,1.0,0.0,2.0,0.0,2.4915242
13062,2024-01-04,4,1,1,2024,4,93,2,0,11,4212.0,149,178,47,25,16,10.0,67392.0,60652.8,0.0,0.0,0.0,0.0,0.0,12.872002
18576,2025-01-04,4,1,1,2025,2,93,2,0,11,4212.0,149,178,47,25,16,10.0,67392.0,60652.8,16.0,0.0,0.0,0.0,0.0,16.182125
23062,2026-05-02,2,5,2,2026,2,93,2,0,11,4212.0,149,178,47,25,16,10.0,67392.0,60652.8,16.0,0.0,0.0,0.0,0.0,15.978578
15624,2024-08-14,14,8,3,2024,6,93,2,0,11,4212.0,183,223,64,21,4,10.0,16848.0,15163.2,0.0,0.0,0.0,0.0,0.0,3.6335616
21138,2025-10-08,8,10,4,2025,6,93,2,0,11,4212.0,183,223,64,21,4,10.0,16848.0,15163.2,4.0,0.0,0.0,0.0,0.0,4.3173604
13890,2024-04-22,22,4,2,2024,1,93,2,0,11,4212.0,228,10,2,18,2,0.0,8424.0,8424.0,0.0,0.0,0.0,0.0,0.0,3.8661938
19404,2025-04-22,22,4,2,2025,5,93,2,0,11,4212.0,228,10,2,18,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,1.714457
23890,2026-02-14,14,2,1,2026,2,93,2,0,11,4212.0,228,10,2,18,2,0.0,8424.0,8424.0,2.0,0.0,0.0,0.0,0.0,1.6546547
16439,2024-11-25,25,11,4,2024,1,93,2,0,11,4212.0,239,220,63,0,2,5.0,8424.0,8002.8,0.0,0.0,0.0,0.0,0.0,4.0214615
21953,2025-11-26,26,11,4,2025,6,93,2,0,11,4212.0,239,220,63,0,2,5.0,8424.0,8002.8,2.0,0.0,0.0,0.0,0.0,2.3356974
13713,2024-11-09,9,11,4,2024,2,94,349,10,14,19641.0,3,161,42,15,1,0.0,19641.0,19641.0,0.0,0.0,0.0,0.0,0.0,3.5466194
19227,2025-09-09,9,9,3,2025,5,94,349,10,14,19641.0,3,161,42,15,1,0.0,19641.0,19641.0,1.0,0.0,0.0,0.0,0.0,0.98931557
23713,2026-04-18,18,4,2,2026,2,94,349,10,14,19641.0,3,161,42,15,1,0.0,19641.0,19641.0,1.0,0.0,0.0,0.0,0.0,0.93937093
13541,2024-07-11,11,7,3,2024,4,94,349,10,14,19641.0,9,163,42,15,2,10.0,39282.0,35353.8,0.0,0.0,0.0,0.0,0.0,4.1758003
19055,2025-08-11,11,8,3,2025,1,94,349,10,14,19641.0,9,163,42,15,2,10.0,39282.0,35353.8,2.0,0.0,0.0,0.0,0.0,1.9715263
23541,2026-05-26,26,5,2,2026,5,94,349,10,14,19641.0,9,163,42,15,2,10.0,39282.0,35353.8,2.0,0.0,0.0,0.0,0.0,1.9500079
14186,2024-06-01,1,6,2,2024,2,94,349,10,14,19641.0,33,27,6,12,2,0.0,39282.0,39282.0,0.0,0.0,0.0,0.0,0.0,3.94008
16092,2024-08-31,31,8,3,2024,2,94,349,10,14,19641.0,33,27,6,12,1,0.0,19641.0,19641.0,2.0,0.0,0.0,0.0,0.0,3.9687524
19700,2025-05-01,1,5,2,2025,4,94,349,10,14,19641.0,33,27,6,12,2,0.0,39282.0,39282.0,1.0,0.0,0.0,0.0,0.0,1.1870004
21606,2025-08-27,27,8,3,2025,6,94,349,10,14,19641.0,33,27,6,12,1,0.0,19641.0,19641.0,2.0,2.0,0.0,1.6666666666666667,0.0,1.7251163
12570,2024-08-25,25,8,3,2024,3,94,349,10,14,19641.0,48,51,12,22,4,10.0,78564.0,70707.6,0.0,0.0,0.0,0.0,0.0,6.07838
18084,2025-08-23,23,8,3,2025,2,94,349,10,14,19641.0,48,51,12,22,4,10.0,78564.0,70707.6,4.0,0.0,0.0,0.0,0.0,3.9782743
22570,2026-09-04,4,9,3,2026,0,94,349,10,14,19641.0,48,51,12,22,4,10.0,78564.0,70707.6,4.0,0.0,0.0,0.0,0.0,3.973257
14451,2024-12-27,27,12,4,2024,0,94,349,10,14,19641.0,52,52,12,22,16,0.0,314256.0,314256.0,0.0,0.0,0.0,0.0,0.0,6.1914573
19965,2025-12-27,27,12,4,2025,2,94,349,10,14,19641.0,52,52,12,22,16,0.0,314256.0,314256.0,16.0,0.0,0.0,0.0,0.0,15.282834
13301,2024-06-22,22,6,2,2024,2,94,349,10,14,19641.0,55,132,36,27,1,5.0,19641.0,18658.95,0.0,0.0,0.0,0.0,0.0,4.360019
18815,2025-06-21,21,6,2,2025,2,94,349,10,14,19641.0,55,132,36,27,1,5.0,19641.0,18658.95,1.0,0.0,0.0,0.0,0.0,1.1129128
23301,2026-10-03,3,10,4,2026,2,94,349,10,14,19641.0,55,132,36,27,1,5.0,19641.0,18658.95,1.0,0.0,0.0,0.0,0.0,1.049393
16976,2024-01-04,4,1,1,2024,4,94,349,10,14,19641.0,63,185,50,15,3,10.0,58923.0,53030.7,0.0,0.0,0.0,0.0,0.0,5.7126946
22490,2025-01-04,4,1,1,2025,2,94,349,10,14,19641.0,63,185,50,15,3,10.0,58923.0,53030.7,3.0,0.0,0.0,0.0,0.0,3.2354913
13851,2024-10-30,30,10,4,2024,6,94,349,10,14,19641.0,78,8,1,7,1,0.0,19641.0,19641.0,0.0,0.0,0.0,0.0,0.0,3.2778041
19365,2025-10-25,25,10,4,2025,2,94,349,10,14,19641.0,78,8,1,7,1,0.0,19641.0,19641.0,1.0,0.0,0.0,0.0,0.0,1.1305455
23851,2026-05-18,18,5,2,2026,1,94,349,10,14,19641.0,78,8,1,7,1,0.0,19641.0,19641.0,1.0,0.0,0.0,0.0,0.0,1.1186079
14416,2024-10-09,9,10,4,2024,6,94,349,10,14,19641.0,82,114,29,21,5,15.0,98205.0,83474.25,0.0,0.0,0.0,0.0,0.0,4.487322
19930,2025-07-09,9,7,3,2025,6,94,349,10,14,19641.0,82,114,29,21,5,15.0,98205.0,83474.25,5.0,0.0,0.0,0.0,0.0,4.6641917
16122,2024-09-29,29,9,3,2024,3,94,349,10,14,19641.0,93,213,59,7,1,10.0,19641.0,17676.9,0.0,0.0,0.0,0.0,0.0,3.8385916
