transaction_id,product_id,product_name,category,sale_date,unit_price,discount,quantity,gross_amount,net_amount
T000765,PRD401,Health Supplements Alpha 401,Health,2025-12-13,5036.0,0,30,151080.0,151080.0
T000766,PRD264,Footwear Formal Shoes Max 264,Footwear,2025-07-20,1491.0,5,14,20874.0,19830.3
T000767,PRD238,Stationery Art Supplies Plus 238,Stationery,2025-09-10,247.0,10,16,3952.0,3556.8
T000768,PRD459,Footwear Formal Shoes Core 459,Footwear,2025-04-28,5326.0,0,12,63912.0,63912.0
T000769,PRD262,Books Education Prime 262,Books,2025-10-28,1003.0,0,23,23069.0,23069.0
T000770,PRD090,Garden Irrigation Flex 090,Garden,2025-12-02,1269.0,0,8,10152.0,10152.0
T000771,PRD168,Apparel Formal Wear Plus 168,Apparel,2025-11-06,2787.0,5,38,105906.0,100610.7
T000772,PRD052,Books Education Prime 052,Books,2025-09-18,1033.0,0,15,15495.0,15495.0
T000773,PRD461,Health Supplements Alpha 461,Health,2025-03-01,2256.0,5,19,42864.0,40720.8
T000774,PRD346,Electronics Mobiles Pro 346,Electronics,2025-11-18,48401.0,10,9,435609.0,392048.1
T000775,PRD086,Health Supplements Pro 086,Health,2025-12-28,3381.0,0,35,118335.0,118335.0
T000776,PRD214,Home Appliances Laundry Max 214,Home Appliances,2025-07-30,7801.0,20,22,171622.0,137297.6
T000777,PRD476,Health Supplements Pro 476,Health,2025-08-21,2811.0,0,19,53409.0,53409.0
T000778,PRD150,Garden Irrigation Flex 150,Garden,2025-02-26,2049.0,5,12,24588.0,23358.6
T000779,PRD090,Garden Irrigation Flex 090,Garden,2025-07-29,1269.0,0,5,6345.0,6345.0
T000780,PRD473,Toys Board Games Nova 473,Toys,2025-09-22,3416.0,25,33,112728.0,84546.0
T000781,PRD155,Sports Cycling Lite 155,Sports,2025-12-12,2184.0,20,11,24024.0,19219.2
T000782,PRD030,Garden Irrigation Flex 030,Garden,2025-08-06,489.0,5,10,4890.0,4645.5
T000783,PRD248,Toys Board Games Plus 248,Toys,2025-10-01,391.0,10,30,11730.0,10557.0
T000784,PRD224,Pet Care Pet Health Max 224,Pet Care,2025-09-10,1405.0,0,6,8430.0,8430.0
T000785,PRD144,Footwear Formal Shoes Max 144,Footwear,2025-07-12,1631.0,5,15,24465.0,23241.75
T000786,PRD496,Electronics Mobiles Pro 496,Electronics,2025-12-26,13951.0,5,14,195314.0,185548.3
T000787,PRD288,Apparel Formal Wear Plus 288,Apparel,2025-01-29,3207.0,5,34,109038.0,103586.1
T000788,PRD078,Apparel Formal Wear Plus 078,Apparel,2025-09-16,3597.0,5,22,79134.0,75177.3
T000789,PRD308,Toys Board Games Plus 308,Toys,2025-09-19,2131.0,5,20,42620.0,40489.0
T000790,PRD029,Pet Care Pet Health Core 029,Pet Care,2025-08-30,700.0,0,7,4900.0,4900.0
T000791,PRD141,Beauty Skin Care Alpha 141,Beauty,2025-02-09,1970.0,25,34,66980.0,50235.0
T000792,PRD168,Apparel Formal Wear Plus 168,Apparel,2025-12-20,2787.0,5,46,128202.0,121791.9
T000793,PRD195,Garden Irrigation Lite 195,Garden,2025-05-28,2634.0,5,11,28974.0,27525.3
T000794,PRD469,Home Appliances Laundry Core 469,Home Appliances,2025-12-08,22016.0,0,6,132096.0,132096.0
T000795,PRD260,Sports Cycling Flex 260,Sports,2025-11-10,719.0,5,9,6471.0,6147.45
T000796,PRD496,Electronics Mobiles Pro 496,Electronics,2025-04-24,13951.0,0,7,97657.0,97657.0
T000797,PRD136,Electronics Mobiles Pro 136,Electronics,2025-08-05,19631.0,15,11,215941.0,183549.85
T000798,PRD037,Books Education Edge 037,Books,2025-04-27,778.0,10,12,9336.0,8402.4
T000799,PRD442,Books Education Prime 442,Books,2025-11-11,463.0,5,16,7408.0,7037.6
T000800,PRD445,Furniture Dining Lite 445,Furniture,2025-03-02,5894.0,15,20,117880.0,100198.0
T000801,PRD478,Stationery Art Supplies Plus 478,Stationery,2025-01-01,487.0,15,16,7792.0,6623.2
T000802,PRD180,Garden Irrigation Flex 180,Garden,2025-06-21,2439.0,0,5,12195.0,12195.0
T000803,PRD443,Toys Board Games Nova 443,Toys,2025-12-10,2546.0,15,24,61104.0,51938.4
T000804,PRD364,Home Appliances Laundry Max 364,Home Appliances,2025-08-09,1751.0,5,12,21012.0,19961.4
T000805,PRD013,Stationery Art Supplies Nova 013,Stationery,2025-02-04,172.0,40,40,6880.0,4128.0
T000806,PRD180,Garden Irrigation Flex 180,Garden,2025-03-30,2439.0,0,5,12195.0,12195.0
T000807,PRD092,Grocery Snacks Prime 092,Grocery,2025-02-23,365.0,10,24,8760.0,7884.0
T000808,PRD273,Apparel Formal Wear Nova 273,Apparel,2025-02-04,2592.0,10,37,95904.0,86313.6
T000809,PRD107,Grocery Snacks Edge 107,Grocery,2025-08-21,710.0,20,41,29110.0,23288.0
T000810,PRD017,Grocery Snacks Edge 017,Grocery,2025-11-03,440.0,5,53,23320.0,22154.0
T000811,PRD206,Health Supplements Pro 206,Health,2025-03-28,2821.0,0,15,42315.0,42315.0
T000812,PRD082,Books Education Prime 082,Books,2025-04-04,1543.0,10,24,37032.0,33328.8
T000813,PRD233,Toys Board Games Nova 233,Toys,2025-04-28,3456.0,0,21,72576.0,72576.0
T000814,PRD285,Garden Irrigation Lite 285,Garden,2025-09-28,3804.0,5,19,72276.0,68662.2
T000815,PRD419,Pet Care Pet Health Core 419,Pet Care,2025-08-03,2110.0,5,15,31650.0,30067.5
T000816,PRD360,Garden Irrigation Flex 360,Garden,2025-08-24,4779.0,0,8,38232.0,38232.0
T000817,PRD267,Automotive Bike Care Edge 267,Automotive,2025-03-23,5298.0,5,12,63576.0,60397.2
T000818,PRD219,Footwear Formal Shoes Core 219,Footwear,2025-03-02,5606.0,30,24,134544.0,94180.8
T000819,PRD363,Apparel Formal Wear Nova 363,Apparel,2025-03-02,1782.0,20,52,92664.0,74131.2
T000820,PRD295,Furniture Dining Lite 295,Furniture,2025-01-08,19244.0,20,11,211684.0,169347.2
T000821,PRD283,Stationery Art Supplies Nova 283,Stationery,2025-06-24,742.0,5,8,5936.0,5639.2
T000822,PRD445,Furniture Dining Lite 445,Furniture,2025-04-22,5894.0,0,5,29470.0,29470.0
T000823,PRD190,Furniture Dining Flex 190,Furniture,2025-09-11,42089.0,10,8,336712.0,303040.8
T000824,PRD246,Beauty Skin Care Pro 246,Beauty,2025-12-23,225.0,5,33,7425.0,7053.75
T000825,PRD494,Pet Care Pet Health Max 494,Pet Care,2025-02-13,535.0,5,10,5350.0,5082.5
T000826,PRD399,Footwear Formal Shoes Core 399,Footwear,2025-04-13,2146.0,15,43,92278.0,78436.3
T000827,PRD365,Sports Cycling Lite 365,Sports,2025-08-25,7754.0,0,11,85294.0,85294.0
T000828,PRD194,Pet Care Pet Health Max 194,Pet Care,2025-01-10,835.0,10,13,10855.0,9769.5
T000829,PRD084,Footwear Formal Shoes Max 084,Footwear,2025-07-25,4951.0,30,26,128726.0,90108.2
T000830,PRD001,Smart LED Bulb,Electronics,2025-11-05,1299.0,30,16,20784.0,14548.8
T000831,PRD333,Apparel Formal Wear Nova 333,Apparel,2025-01-18,552.0,20,41,22632.0,18105.6
T000832,PRD202,Books Education Prime 202,Books,2025-10-09,1783.0,15,39,69537.0,59106.45
T000833,PRD101,Health Supplements Alpha 101,Health,2025-04-07,3936.0,10,23,90528.0,81475.2
T000834,PRD417,Automotive Bike Care Edge 417,Automotive,2025-03-01,4848.0,5,8,38784.0,36844.8
T000835,PRD384,Footwear Formal Shoes Max 384,Footwear,2025-11-24,1351.0,20,38,51338.0,41070.4
T000836,PRD128,Toys Board Games Plus 128,Toys,2025-02-09,411.0,20,20,8220.0,6576.0
T000837,PRD186,Beauty Skin Care Pro 186,Beauty,2025-07-22,865.0,0,8,6920.0,6920.0
T000838,PRD278,Toys Board Games Plus 278,Toys,2025-06-07,1261.0,20,18,22698.0,18158.4
T000839,PRD346,Electronics Mobiles Pro 346,Electronics,2025-01-05,48401.0,15,10,484010.0,411408.5
T000840,PRD010,Bluetooth Speaker,Electronics,2025-04-18,2999.0,10,16,47984.0,43185.6
T000841,PRD136,Electronics Mobiles Pro 136,Electronics,2025-09-08,19631.0,15,11,215941.0,183549.85
T000842,PRD344,Pet Care Pet Health Max 344,Pet Care,2025-04-04,685.0,35,23,15755.0,10240.75
T000843,PRD098,Toys Board Games Plus 098,Toys,2025-04-01,3041.0,5,28,85148.0,80890.6
T000844,PRD361,Electronics Mobiles Alpha 361,Electronics,2025-03-31,50456.0,15,7,353192.0,300213.2
T000845,PRD026,Health Supplements Pro 026,Health,2025-04-15,1161.0,20,29,33669.0,26935.2
T000846,PRD254,Pet Care Pet Health Max 254,Pet Care,2025-12-15,1975.0,0,13,25675.0,25675.0
T000847,PRD307,Books Education Edge 307,Books,2025-12-09,1768.0,0,15,26520.0,26520.0
T000848,PRD356,Health Supplements Pro 356,Health,2025-12-28,3371.0,30,43,144953.0,101467.1
T000849,PRD354,Footwear Formal Shoes Max 354,Footwear,2025-06-23,6261.0,5,11,68871.0,65427.45
T000850,PRD061,Electronics Mobiles Alpha 061,Electronics,2025-07-09,9356.0,30,13,121628.0,85139.6
T000851,PRD253,Stationery Art Supplies Nova 253,Stationery,2025-12-03,412.0,10,35,14420.0,12978.0
T000852,PRD022,Books Education Prime 022,Books,2025-12-12,523.0,20,51,26673.0,21338.4
T000853,PRD329,Pet Care Pet Health Core 329,Pet Care,2025-06-26,400.0,15,19,7600.0,6460.0
T000854,PRD361,Electronics Mobiles Alpha 361,Electronics,2025-10-23,50456.0,5,8,403648.0,383465.6
T000855,PRD167,Grocery Snacks Edge 167,Grocery,2025-09-05,290.0,5,38,11020.0,10469.0
T000856,PRD141,Beauty Skin Care Alpha 141,Beauty,2025-11-28,1970.0,0,19,37430.0,37430.0
T000857,PRD295,Furniture Dining Lite 295,Furniture,2025-12-02,19244.0,25,16,307904.0,230928.0
T000858,PRD293,Toys Board Games Nova 293,Toys,2025-09-11,1696.0,10,14,23744.0,21369.6
T000859,PRD454,Home Appliances Laundry Max 454,Home Appliances,2025-05-27,19121.0,5,15,286815.0,272474.25
T000860,PRD492,Automotive Bike Care Prime 492,Automotive,2025-03-15,873.0,25,16,13968.0,10476.0
T000861,PRD059,Pet Care Pet Health Core 059,Pet Care,2025-01-07,1270.0,25,14,17780.0,13335.0
T000862,PRD044,Pet Care Pet Health Max 044,Pet Care,2025-03-26,985.0,10,16,15760.0,14184.0
T000863,PRD407,Grocery Snacks Edge 407,Grocery,2025-08-25,410.0,15,45,18450.0,15682.5
T000864,PRD430,Furniture Dining Flex 430,Furniture,2025-02-05,2729.0,0,3,8187.0,8187.0
T000865,PRD022,Books Education Prime 022,Books,2025-10-26,523.0,0,27,14121.0,14121.0
T000866,PRD233,Toys Board Games Nova 233,Toys,2025-03-12,3456.0,0,21,72576.0,72576.0
T000867,PRD255,Garden Irrigation Lite 255,Garden,2025-01-02,3414.0,5,18,61452.0,58379.4
T000868,PRD316,Electronics Mobiles Pro 316,Electronics,2025-07-29,44291.0,0,3,132873.0,132873.0
T000869,PRD252,Automotive Bike Care Prime 252,Automotive,2025-10-01,4593.0,0,6,27558.0,27558.0
T000870,PRD077,Grocery Snacks Edge 077,Grocery,2025-08-07,1820.0,10,36,65520.0,58968.0
T000871,PRD479,Pet Care Pet Health Core 479,Pet Care,2025-10-17,250.0,5,13,3250.0,3087.5
T000872,PRD069,Footwear Formal Shoes Core 069,Footwear,2025-04-20,4156.0,0,19,78964.0,78964.0
T000873,PRD355,Furniture Dining Lite 355,Furniture,2025-04-16,31904.0,5,5,159520.0,151544.0
T000874,PRD483,Apparel Formal Wear Nova 483,Apparel,2025-03-15,2202.0,20,48,105696.0,84556.8
T000875,PRD289,Home Appliances Laundry Core 289,Home Appliances,2025-10-29,22276.0,0,9,200484.0,200484.0
T000876,PRD228,Apparel Formal Wear Plus 228,Apparel,2025-01-29,747.0,5,21,15687.0,14902.65
T000877,PRD054,Footwear Formal Shoes Max 054,Footwear,2025-01-08,3361.0,5,13,43693.0,41508.35
T000878,PRD103,Stationery Art Supplies Nova 103,Stationery,2025-05-27,1162.0,10,27,31374.0,28236.6
T000879,PRD252,Automotive Bike Care Prime 252,Automotive,2025-03-23,4593.0,0,5,22965.0,22965.0
T000880,PRD032,Grocery Snacks Prime 032,Grocery,2025-10-06,785.0,0,30,23550.0,23550.0
T000881,PRD466,Electronics Mobiles Pro 466,Electronics,2025-07-05,9841.0,0,3,29523.0,29523.0
T000882,PRD007,Cotton Kurta,Apparel,2025-03-09,1599.0,15,46,73554.0,62520.9
T000883,PRD246,Beauty Skin Care Pro 246,Beauty,2025-05-03,225.0,5,31,6975.0,6626.25
T000884,PRD293,Toys Board Games Nova 293,Toys,2025-01-07,1696.0,20,15,25440.0,20352.0
T000885,PRD162,Automotive Bike Care Prime 162,Automotive,2025-06-06,363.0,5,10,3630.0,3448.5
T000886,PRD261,Beauty Skin Care Alpha 261,Beauty,2025-10-25,690.0,0,12,8280.0,8280.0
T000887,PRD128,Toys Board Games Plus 128,Toys,2025-07-24,411.0,5,13,5343.0,5075.85
T000888,PRD106,Electronics Mobiles Pro 106,Electronics,2025-09-13,15521.0,0,13,201773.0,201773.0
T000889,PRD242,Grocery Snacks Prime 242,Grocery,2025-01-20,215.0,10,44,9460.0,8514.0
T000890,PRD022,Books Education Prime 022,Books,2025-09-19,523.0,5,29,15167.0,14408.65
T000891,PRD486,Beauty Skin Care Pro 486,Beauty,2025-08-20,165.0,0,12,1980.0,1980.0
T000892,PRD094,Home Appliances Laundry Max 094,Home Appliances,2025-11-21,19641.0,0,14,274974.0,274974.0
T000893,PRD190,Furniture Dining Flex 190,Furniture,2025-08-22,42089.0,10,6,252534.0,227280.6
T000894,PRD285,Garden Irrigation Lite 285,Garden,2025-04-06,3804.0,5,18,68472.0,65048.4
T000895,PRD059,Pet Care Pet Health Core 059,Pet Care,2025-01-24,1270.0,10,12,15240.0,13716.0
T000896,PRD399,Footwear Formal Shoes Core 399,Footwear,2025-02-06,2146.0,15,38,81548.0,69315.8
T000897,PRD381,Beauty Skin Care Alpha 381,Beauty,2025-11-23,1910.0,15,52,99320.0,84422.0
T000898,PRD328,Stationery Art Supplies Plus 328,Stationery,2025-06-09,37.0,15,28,1036.0,880.6
T000899,PRD396,Beauty Skin Care Pro 396,Beauty,2025-03-30,2375.0,0,26,61750.0,61750.0
T000900,PRD023,Toys Board Games Nova 023,Toys,2025-05-07,866.0,5,21,18186.0,17276.7
T000901,PRD441,Beauty Skin Care Alpha 441,Beauty,2025-11-21,1270.0,5,33,41910.0,39814.5
T000902,PRD216,Beauty Skin Care Pro 216,Beauty,2025-09-12,1795.0,0,15,26925.0,26925.0
T000903,PRD195,Garden Irrigation Lite 195,Garden,2025-06-01,2634.0,30,22,57948.0,40563.6
T000904,PRD082,Books Education Prime 082,Books,2025-08-30,1543.0,20,35,54005.0,43204.0
T000905,PRD434,Pet Care Pet Health Max 434,Pet Care,2025-05-13,2395.0,0,14,33530.0,33530.0
T000906,PRD410,Sports Cycling Flex 410,Sports,2025-02-09,2269.0,0,19,43111.0,43111.0
T000907,PRD467,Grocery Snacks Edge 467,Grocery,2025-11-09,1790.0,5,33,59070.0,56116.5
T000908,PRD346,Electronics Mobiles Pro 346,Electronics,2025-01-05,48401.0,0,4,193604.0,193604.0
T000909,PRD080,Sports Cycling Flex 080,Sports,2025-08-30,5659.0,0,9,50931.0,50931.0
T000910,PRD124,Home Appliances Laundry Max 124,Home Appliances,2025-10-11,25431.0,10,11,279741.0,251766.9
T000911,PRD256,Electronics Mobiles Pro 256,Electronics,2025-09-28,36071.0,0,13,468923.0,468923.0
T000912,PRD132,Automotive Bike Care Prime 132,Automotive,2025-07-24,6453.0,20,15,96795.0,77436.0
T000913,PRD113,Toys Board Games Nova 113,Toys,2025-06-12,3476.0,0,14,48664.0,48664.0
T000914,PRD486,Beauty Skin Care Pro 486,Beauty,2025-09-12,165.0,0,12,1980.0,1980.0
T000915,PRD312,Automotive Bike Care Prime 312,Automotive,2025-12-13,7413.0,0,12,88956.0,88956.0
T000916,PRD036,Beauty Skin Care Pro 036,Beauty,2025-01-22,1215.0,10,18,21870.0,19683.0
T000917,PRD157,Books Education Edge 157,Books,2025-05-26,1018.0,10,12,12216.0,10994.4
T000918,PRD441,Beauty Skin Care Alpha 441,Beauty,2025-03-25,1270.0,5,28,35560.0,33782.0
T000919,PRD462,Automotive Bike Care Prime 462,Automotive,2025-06-24,6963.0,5,5,34815.0,33074.25
T000920,PRD288,Apparel Formal Wear Plus 288,Apparel,2025-08-24,3207.0,25,64,205248.0,153936.0
T000921,PRD333,Apparel Formal Wear Nova 333,Apparel,2025-04-07,552.0,10,29,16008.0,14407.2
T000922,PRD251,Health Supplements Alpha 251,Health,2025-06-12,4486.0,15,28,125608.0,106766.8
T000923,PRD166,Electronics Mobiles Pro 166,Electronics,2025-10-30,23741.0,0,10,237410.0,237410.0
T000924,PRD265,Furniture Dining Lite 265,Furniture,2025-06-05,12914.0,30,15,193710.0,135597.0
T000925,PRD400,Furniture Dining Flex 400,Furniture,2025-09-11,41399.0,25,12,496788.0,372591.0
T000926,PRD492,Automotive Bike Care Prime 492,Automotive,2025-07-30,873.0,25,11,9603.0,7202.25
T000927,PRD256,Electronics Mobiles Pro 256,Electronics,2025-07-26,36071.0,5,16,577136.0,548279.2
T000928,PRD217,Books Education Edge 217,Books,2025-07-10,238.0,20,27,6426.0,5140.8
T000929,PRD187,Books Education Edge 187,Books,2025-01-22,1528.0,0,7,10696.0,10696.0
T000930,PRD418,Stationery Art Supplies Plus 418,Stationery,2025-07-13,1027.0,0,12,12324.0,12324.0
T000931,PRD225,Garden Irrigation Lite 225,Garden,2025-08-16,3024.0,25,22,66528.0,49896.0
T000932,PRD410,Sports Cycling Flex 410,Sports,2025-01-10,2269.0,10,24,54456.0,49010.4
T000933,PRD015,Garden Irrigation Lite 015,Garden,2025-06-21,294.0,0,7,2058.0,2058.0
T000934,PRD376,Electronics Mobiles Pro 376,Electronics,2025-12-16,52511.0,25,30,1575330.0,1181497.5
T000935,PRD247,Books Education Edge 247,Books,2025-08-24,748.0,5,27,20196.0,19186.2
T000936,PRD125,Sports Cycling Lite 125,Sports,2025-11-25,8674.0,20,19,164806.0,131844.8
T000937,PRD194,Pet Care Pet Health Max 194,Pet Care,2025-11-02,835.0,15,25,20875.0,17743.75
T000938,PRD490,Furniture Dining Flex 490,Furniture,2025-04-11,15389.0,10,7,107723.0,96950.7
T000939,PRD336,Beauty Skin Care Pro 336,Beauty,2025-09-08,515.0,5,14,7210.0,6849.5
T000940,PRD003,Galaxy M55 Phone,Electronics,2025-01-14,45999.0,5,13,597987.0,568087.65
T000941,PRD261,Beauty Skin Care Alpha 261,Beauty,2025-02-28,690.0,0,10,6900.0,6900.0
T000942,PRD250,Furniture Dining Flex 250,Furniture,2025-09-17,9749.0,0,3,29247.0,29247.0
T000943,PRD196,Electronics Mobiles Pro 196,Electronics,2025-09-15,27851.0,25,19,529169.0,396876.75
T000944,PRD254,Pet Care Pet Health Max 254,Pet Care,2025-07-05,1975.0,15,19,37525.0,31896.25
T000945,PRD432,Automotive Bike Care Prime 432,Automotive,2025-10-04,5553.0,0,13,72189.0,72189.0
T000946,PRD056,Health Supplements Pro 056,Health,2025-03-04,2271.0,0,11,24981.0,24981.0
T000947,PRD140,Sports Cycling Flex 140,Sports,2025-08-21,1179.0,5,20,23580.0,22401.0
T000948,PRD416,Health Supplements Pro 416,Health,2025-05-05,591.0,0,10,5910.0,5910.0
T000949,PRD329,Pet Care Pet Health Core 329,Pet Care,2025-01-07,400.0,10,18,7200.0,6480.0
T000950,PRD433,Stationery Art Supplies Nova 433,Stationery,2025-10-31,1192.0,0,12,14304.0,14304.0
T000951,PRD284,Pet Care Pet Health Max 284,Pet Care,2025-10-24,2545.0,5,17,43265.0,41101.75
T000952,PRD134,Pet Care Pet Health Max 134,Pet Care,2025-09-27,2695.0,5,25,67375.0,64006.25
T000953,PRD069,Footwear Formal Shoes Core 069,Footwear,2025-06-22,4156.0,0,19,78964.0,78964.0
T000954,PRD013,Stationery Art Supplies Nova 013,Stationery,2025-04-26,172.0,0,19,3268.0,3268.0
T000955,PRD195,Garden Irrigation Lite 195,Garden,2025-07-07,2634.0,10,11,28974.0,26076.6
T000956,PRD431,Health Supplements Alpha 431,Health,2025-03-16,1146.0,15,46,52716.0,44808.6
T000957,PRD106,Electronics Mobiles Pro 106,Electronics,2025-08-31,15521.0,0,16,248336.0,248336.0
T000958,PRD318,Apparel Formal Wear Plus 318,Apparel,2025-01-28,4437.0,20,26,115362.0,92289.6
T000959,PRD255,Garden Irrigation Lite 255,Garden,2025-08-28,3414.0,10,19,64866.0,58379.4
T000960,PRD467,Grocery Snacks Edge 467,Grocery,2025-01-20,1790.0,0,17,30430.0,30430.0
T000961,PRD312,Automotive Bike Care Prime 312,Automotive,2025-03-02,7413.0,40,17,126021.0,75612.6
T000962,PRD320,Sports Cycling Flex 320,Sports,2025-11-28,4739.0,5,25,118475.0,112551.25
T000963,PRD148,Stationery Art Supplies Plus 148,Stationery,2025-07-16,457.0,5,18,8226.0,7814.7
T000964,PRD180,Garden Irrigation Flex 180,Garden,2025-11-28,2439.0,5,11,26829.0,25487.55
T000965,PRD329,Pet Care Pet Health Core 329,Pet Care,2025-02-15,400.0,5,20,8000.0,7600.0
T000966,PRD023,Toys Board Games Nova 023,Toys,2025-02-09,866.0,5,27,23382.0,22212.9
T000967,PRD406,Electronics Mobiles Pro 406,Electronics,2025-11-21,1621.0,0,12,19452.0,19452.0
T000968,PRD122,Grocery Snacks Prime 122,Grocery,2025-09-29,1055.0,25,44,46420.0,34815.0
T000969,PRD348,Apparel Formal Wear Plus 348,Apparel,2025-06-05,1167.0,40,13,15171.0,9102.6
T000970,PRD144,Footwear Formal Shoes Max 144,Footwear,2025-02-19,1631.0,20,20,32620.0,26096.0
T000971,PRD276,Beauty Skin Care Pro 276,Beauty,2025-01-09,1155.0,0,21,24255.0,24255.0
T000972,PRD345,Garden Irrigation Lite 345,Garden,2025-03-29,4584.0,15,8,36672.0,31171.2
T000973,PRD133,Stationery Art Supplies Nova 133,Stationery,2025-06-22,292.0,15,29,8468.0,7197.8
T000974,PRD267,Automotive Bike Care Edge 267,Automotive,2025-11-17,5298.0,20,16,84768.0,67814.4
T000975,PRD398,Toys Board Games Plus 398,Toys,2025-09-12,1241.0,15,29,35989.0,30590.65
T000976,PRD399,Footwear Formal Shoes Core 399,Footwear,2025-07-17,2146.0,0,18,38628.0,38628.0
T000977,PRD004,Organic Basmati Rice,Grocery,2025-03-26,799.0,5,35,27965.0,26566.75
T000978,PRD464,Pet Care Pet Health Max 464,Pet Care,2025-02-14,2965.0,10,9,26685.0,24016.5
T000979,PRD255,Garden Irrigation Lite 255,Garden,2025-04-11,3414.0,10,20,68280.0,61452.0
T000980,PRD392,Grocery Snacks Prime 392,Grocery,2025-01-24,65.0,15,42,2730.0,2320.5
T000981,PRD163,Stationery Art Supplies Nova 163,Stationery,2025-11-18,622.0,0,8,4976.0,4976.0
T000982,PRD307,Books Education Edge 307,Books,2025-05-01,1768.0,20,26,45968.0,36774.4
T000983,PRD361,Electronics Mobiles Alpha 361,Electronics,2025-06-24,50456.0,0,1,50456.0,50456.0
T000984,PRD166,Electronics Mobiles Pro 166,Electronics,2025-10-04,23741.0,10,22,522302.0,470071.8
T000985,PRD131,Health Supplements Alpha 131,Health,2025-11-11,5046.0,0,19,95874.0,95874.0
T000986,PRD041,Health Supplements Alpha 041,Health,2025-06-22,1716.0,10,17,29172.0,26254.8
T000987,PRD451,Electronics Mobiles Alpha 451,Electronics,2025-12-15,7786.0,30,24,186864.0,130804.8
T000988,PRD090,Garden Irrigation Flex 090,Garden,2025-08-23,1269.0,25,12,15228.0,11421.0
T000989,PRD098,Toys Board Games Plus 098,Toys,2025-10-03,3041.0,0,28,85148.0,85148.0
T000990,PRD194,Pet Care Pet Health Max 194,Pet Care,2025-12-22,835.0,5,15,12525.0,11898.75
T000991,PRD344,Pet Care Pet Health Max 344,Pet Care,2025-07-19,685.0,10,16,10960.0,9864.0
T000992,PRD169,Home Appliances Laundry Core 169,Home Appliances,2025-06-19,34116.0,0,10,341160.0,341160.0
T000993,PRD100,Furniture Dining Flex 100,Furniture,2025-02-25,23099.0,20,12,277188.0,221750.4
T000994,PRD330,Garden Irrigation Flex 330,Garden,2025-12-27,4389.0,5,12,52668.0,50034.6
T000995,PRD326,Health Supplements Pro 326,Health,2025-11-08,2261.0,20,49,110789.0,88631.2
T000996,PRD054,Footwear Formal Shoes Max 054,Footwear,2025-04-21,3361.0,25,21,70581.0,52935.75
T000997,PRD082,Books Education Prime 082,Books,2025-05-17,1543.0,15,34,52462.0,44592.7
T000998,PRD165,Garden Irrigation Lite 165,Garden,2025-12-09,2244.0,10,17,38148.0,34333.2
T000999,PRD317,Grocery Snacks Edge 317,Grocery,2025-08-15,140.0,15,36,5040.0,4284.0
T001000,PRD166,Electronics Mobiles Pro 166,Electronics,2025-06-22,23741.0,25,19,451079.0,338309.25
T001001,PRD444,Footwear Formal Shoes Max 444,Footwear,2025-07-18,4531.0,5,20,90620.0,86089.0
T001002,PRD015,Garden Irrigation Lite 015,Garden,2025-10-31,294.0,10,10,2940.0,2646.0
T001003,PRD159,Footwear Formal Shoes Core 159,Footwear,2025-05-07,2426.0,10,14,33964.0,30567.6
T001004,PRD095,Sports Cycling Lite 095,Sports,2025-11-06,6664.0,20,25,166600.0,133280.0
T001005,PRD428,Toys Board Games Plus 428,Toys,2025-12-24,2111.0,0,26,54886.0,54886.0
T001006,PRD357,Automotive Bike Care Edge 357,Automotive,2025-12-02,2028.0,5,14,28392.0,26972.4
T001007,PRD304,Home Appliances Laundry Max 304,Home Appliances,2025-11-16,25171.0,0,6,151026.0,151026.0
T001008,PRD466,Electronics Mobiles Pro 466,Electronics,2025-10-13,9841.0,0,5,49205.0,49205.0
T001009,PRD488,Toys Board Games Plus 488,Toys,2025-04-05,351.0,0,12,4212.0,4212.0
T001010,PRD360,Garden Irrigation Flex 360,Garden,2025-05-31,4779.0,0,7,33453.0,33453.0
T001011,PRD437,Grocery Snacks Edge 437,Grocery,2025-12-02,1100.0,0,28,30800.0,30800.0
T001012,PRD085,Furniture Dining Lite 085,Furniture,2025-12-02,19934.0,10,10,199340.0,179406.0
T001013,PRD451,Electronics Mobiles Alpha 451,Electronics,2025-04-02,7786.0,5,11,85646.0,81363.7
T001014,PRD424,Home Appliances Laundry Max 424,Home Appliances,2025-11-30,13331.0,0,12,159972.0,159972.0
T001015,PRD012,Automotive Bike Care Prime 012,Automotive,2025-06-04,813.0,0,7,5691.0,5691.0
T001016,PRD034,Home Appliances Laundry Max 034,Home Appliances,2025-09-12,8061.0,0,10,80610.0,80610.0
T001017,PRD042,Automotive Bike Care Prime 042,Automotive,2025-05-12,2223.0,20,17,37791.0,30232.8
T001018,PRD223,Stationery Art Supplies Nova 223,Stationery,2025-06-07,82.0,10,13,1066.0,959.4
T001019,PRD267,Automotive Bike Care Edge 267,Automotive,2025-05-16,5298.0,25,12,63576.0,47682.0
T001020,PRD448,Stationery Art Supplies Plus 448,Stationery,2025-09-23,157.0,0,17,2669.0,2669.0
T001021,PRD305,Sports Cycling Lite 305,Sports,2025-11-20,3734.0,0,20,74680.0,74680.0
T001022,PRD256,Electronics Mobiles Pro 256,Electronics,2025-09-15,36071.0,0,12,432852.0,432852.0
T001023,PRD490,Furniture Dining Flex 490,Furniture,2025-11-04,15389.0,0,5,76945.0,76945.0
T001024,PRD214,Home Appliances Laundry Max 214,Home Appliances,2025-09-21,7801.0,35,33,257433.0,167331.45
