product_id,product_name,category,unit_price
PRD488,Toys Board Games Plus 488,Toys,351.00
PRD489,Footwear Formal Shoes Core 489,Footwear,6916.00
PRD490,Furniture Dining Flex 490,Furniture,15389.00
PRD491,Health Supplements Alpha 491,Health,3366.00
PRD492,Automotive Bike Care Prime 492,Automotive,873.00
PRD493,Stationery Art Supplies Nova 493,Stationery,652.00
PRD494,Pet Care Pet Health Max 494,Pet Care,535.00
PRD495,Garden Irrigation Lite 495,Garden,1534.00
PRD496,Electronics Mobiles Pro 496,Electronics,13951.00
PRD497,Grocery Snacks Edge 497,Grocery,680.00
PRD498,Apparel Formal Wear Plus 498,Apparel,2817.00
PRD499,Home Appliances Laundry Core 499,Home Appliances,27806.00
PRD500,Sports Cycling Flex 500,Sports,8299.00
