transaction_id,full_date,day,month,quarter,year,weekday,product_key,product_name,category,subcategory,unit_price,store_key,store_name,city,state,quantity,discount,gross_amount,net_amount
14078,2024-07-12,12,7,3,2024,Friday,390,Garden Irrigation Flex 390,Garden,Irrigation,169.0,42,Hyderabad Station Road Mart,Hyderabad,Telangana,2,10.0,338.0,304.2
14079,2024-09-10,10,9,3,2024,Tuesday,293,Toys Board Games Nova 293,Toys,Board Games,1696.0,179,Jodhpur North Mart,Jodhpur,Rajasthan,3,0.0,5088.0,5088.0
14080,2024-07-04,4,7,3,2024,Thursday,94,Home Appliances Laundry Max 094,Home Appliances,Laundry,19641.0,143,Bhopal North Mart,Bhopal,Madhya Pradesh,1,0.0,19641.0,19641.0
14081,2024-12-27,27,12,4,2024,Friday,227,Grocery Snacks Edge 227,Grocery,Snacks,1670.0,191,Panaji North Mart,Panaji,Goa,4,0.0,6680.0,6680.0
14082,2024-01-22,22,1,1,2024,Monday,42,Automotive Bike Care Prime 042,Automotive,Bike Care,2223.0,19,Delhi Station Road Mart,Delhi,Delhi,3,10.0,6669.0,6002.1
14083,2024-11-21,21,11,4,2024,Thursday,128,Toys Board Games Plus 128,Toys,Board Games,411.0,44,Hyderabad Tech Park Mart,Hyderabad,Telangana,5,5.0,2055.0,1952.25
14084,2024-03-13,13,3,1,2024,Wednesday,287,Grocery Snacks Edge 287,Grocery,Snacks,1250.0,72,Ahmedabad Central Mart,Ahmedabad,Gujarat,4,0.0,5000.0,5000.0
14085,2024-04-13,13,4,2,2024,Saturday,290,Sports Cycling Flex 290,Sports,Cycling,2729.0,73,Ahmedabad North Mart,Ahmedabad,Gujarat,3,0.0,8187.0,8187.0
14086,2024-08-16,16,8,3,2024,Friday,496,Electronics Mobiles Pro 496,Electronics,Mobiles,13951.0,59,Kolkata West Mart,Kolkata,West Bengal,4,10.0,55804.0,50223.6
14087,2024-12-18,18,12,4,2024,Wednesday,27,Automotive Bike Care Edge 027,Automotive,Bike Care,1518.0,64,Pune North Mart,Pune,Maharashtra,3,0.0,4554.0,4554.0
14088,2024-07-07,7,7,3,2024,Sunday,287,Grocery Snacks Edge 287,Grocery,Snacks,1250.0,164,Kanpur North Mart,Kanpur,Uttar Pradesh,4,15.0,5000.0,4250.0
14089,2024-07-17,17,7,3,2024,Wednesday,132,Automotive Bike Care Prime 132,Automotive,Bike Care,6453.0,96,Indore North Mart,Indore,Madhya Pradesh,5,0.0,32265.0,32265.0
14090,2024-05-09,9,5,2,2024,Thursday,435,Garden Irrigation Lite 435,Garden,Irrigation,754.0,16,Delhi East Mart,Delhi,Delhi,31,10.0,23374.0,21036.6
14091,2024-05-25,25,5,2,2024,Saturday,319,Home Appliances Laundry Core 319,Home Appliances,Laundry,28066.0,78,Ahmedabad Station Road Mart,Ahmedabad,Gujarat,26,5.0,729716.0,693230.2
14092,2024-03-15,15,3,1,2024,Friday,468,Apparel Formal Wear Plus 468,Apparel,Formal Wear,1587.0,5,Mumbai West Mart,Mumbai,Maharashtra,1,15.0,1587.0,1348.95
14093,2024-07-11,11,7,3,2024,Thursday,362,Grocery Snacks Prime 362,Grocery,Snacks,1175.0,34,Bengaluru Airport Road Mart,Bengaluru,Karnataka,2,5.0,2350.0,2232.5
14094,2024-06-11,11,6,2,2024,Tuesday,122,Grocery Snacks Prime 122,Grocery,Snacks,1055.0,83,Jaipur East Mart,Jaipur,Rajasthan,2,5.0,2110.0,2004.5
14095,2024-04-23,23,4,2,2024,Tuesday,410,Sports Cycling Flex 410,Sports,Cycling,2269.0,1,Mumbai Central Mart,Mumbai,Maharashtra,5,0.0,11345.0,11345.0
14096,2024-10-30,30,10,4,2024,Wednesday,321,Beauty Skin Care Alpha 321,Beauty,Skin Care,2550.0,142,Bhopal Central Mart,Bhopal,Madhya Pradesh,1,10.0,2550.0,2295.0
14097,2024-01-28,28,1,1,2024,Sunday,163,Stationery Art Supplies Nova 163,Stationery,Art Supplies,622.0,212,Guntur Central Mart,Guntur,Andhra Pradesh,2,0.0,1244.0,1244.0
14098,2024-05-09,9,5,2,2024,Thursday,75,Garden Irrigation Lite 075,Garden,Irrigation,1074.0,71,Pune Tech Park Mart,Pune,Maharashtra,5,15.0,5370.0,4564.5
14099,2024-01-27,27,1,1,2024,Saturday,454,Home Appliances Laundry Max 454,Home Appliances,Laundry,19121.0,25,Bengaluru Central Mart,Bengaluru,Karnataka,1,5.0,19121.0,18164.95
14100,2024-10-06,6,10,4,2024,Sunday,446,Health Supplements Pro 446,Health,Supplements,1701.0,109,Coimbatore West Mart,Coimbatore,Tamil Nadu,4,0.0,6804.0,6804.0
14101,2024-05-29,29,5,2,2024,Wednesday,208,Stationery Art Supplies Plus 208,Stationery,Art Supplies,1117.0,97,Indore South Mart,Indore,Madhya Pradesh,5,0.0,5585.0,5585.0
14102,2024-04-10,10,4,2,2024,Wednesday,106,Electronics Mobiles Pro 106,Electronics,Mobiles,15521.0,128,Visakhapatnam East Mart,Visakhapatnam,Andhra Pradesh,14,0.0,217294.0,217294.0
14103,2024-03-31,31,3,1,2024,Sunday,217,Books Education Edge 217,Books,Education,238.0,56,Kolkata North Mart,Kolkata,West Bengal,5,5.0,1190.0,1130.5
14104,2024-09-23,23,9,3,2024,Monday,207,Automotive Bike Care Edge 207,Automotive,Bike Care,2478.0,138,Nashik South Mart,Nashik,Maharashtra,5,5.0,12390.0,11770.5
14105,2024-08-27,27,8,3,2024,Tuesday,346,Electronics Mobiles Pro 346,Electronics,Mobiles,48401.0,30,Bengaluru MG Road Mart,Bengaluru,Karnataka,38,0.0,1839238.0,1839238.0
14106,2024-01-27,27,1,1,2024,Saturday,46,Electronics Mobiles Pro 046,Electronics,Mobiles,7301.0,4,Mumbai East Mart,Mumbai,Maharashtra,5,5.0,36505.0,34679.75
14107,2024-12-14,14,12,4,2024,Saturday,409,Home Appliances Laundry Core 409,Home Appliances,Laundry,10436.0,91,Surat North Mart,Surat,Gujarat,2,5.0,20872.0,19828.4
14108,2024-02-04,4,2,1,2024,Sunday,58,Stationery Art Supplies Plus 058,Stationery,Art Supplies,667.0,2,Mumbai North Mart,Mumbai,Maharashtra,5,0.0,3335.0,3335.0
14109,2024-03-05,5,3,1,2024,Tuesday,89,Pet Care Pet Health Core 089,Pet Care,Pet Health,1840.0,182,Udaipur North Mart,Udaipur,Rajasthan,3,15.0,5520.0,4692.0
14110,2024-03-30,30,3,1,2024,Saturday,22,Books Education Prime 022,Books,Education,523.0,30,Bengaluru MG Road Mart,Bengaluru,Karnataka,1,0.0,523.0,523.0
14111,2024-07-25,25,7,3,2024,Thursday,210,Garden Irrigation Flex 210,Garden,Irrigation,2829.0,84,Jaipur West Mart,Jaipur,Rajasthan,1,0.0,2829.0,2829.0
14112,2024-12-18,18,12,4,2024,Wednesday,333,Apparel Formal Wear Nova 333,Apparel,Formal Wear,552.0,84,Jaipur West Mart,Jaipur,Rajasthan,4,0.0,2208.0,2208.0
14113,2024-11-16,16,11,4,2024,Saturday,145,Furniture Dining Lite 145,Furniture,Dining,32594.0,7,Mumbai Station Road Mart,Mumbai,Maharashtra,23,15.0,749662.0,637212.7
14114,2024-12-23,23,12,4,2024,Monday,288,Apparel Formal Wear Plus 288,Apparel,Formal Wear,3207.0,23,Delhi Ring Road Mart,Delhi,Delhi,1,10.0,3207.0,2886.3
14115,2024-04-25,25,4,2,2024,Thursday,155,Sports Cycling Lite 155,Sports,Cycling,2184.0,222,Rourkela Central Mart,Rourkela,Odisha,5,0.0,10920.0,10920.0
14116,2024-02-11,11,2,1,2024,Sunday,496,Electronics Mobiles Pro 496,Electronics,Mobiles,13951.0,139,Mysuru Central Mart,Mysuru,Karnataka,2,10.0,27902.0,25111.8
14117,2024-12-23,23,12,4,2024,Monday,472,Books Education Prime 472,Books,Education,973.0,50,Chennai West Mart,Chennai,Tamil Nadu,5,0.0,4865.0,4865.0
14118,2024-08-14,14,8,3,2024,Wednesday,482,Grocery Snacks Prime 482,Grocery,Snacks,335.0,63,Pune Central Mart,Pune,Maharashtra,4,0.0,1340.0,1340.0
14119,2024-12-17,17,12,4,2024,Tuesday,151,Electronics Mobiles Alpha 151,Electronics,Mobiles,21686.0,167,Varanasi North Mart,Varanasi,Uttar Pradesh,13,10.0,281918.0,253726.2
14120,2024-11-18,18,11,4,2024,Monday,258,Apparel Formal Wear Plus 258,Apparel,Formal Wear,1977.0,1,Mumbai Central Mart,Mumbai,Maharashtra,1,0.0,1977.0,1977.0
14121,2024-01-29,29,1,1,2024,Monday,299,Pet Care Pet Health Core 299,Pet Care,Pet Health,2830.0,53,Chennai Civil Lines Mart,Chennai,Tamil Nadu,3,10.0,8490.0,7641.0
14122,2024-06-14,14,6,2,2024,Friday,73,Stationery Art Supplies Nova 073,Stationery,Art Supplies,832.0,121,Bhubaneswar North Mart,Bhubaneswar,Odisha,33,0.0,27456.0,27456.0
14123,2024-08-13,13,8,3,2024,Tuesday,266,Health Supplements Pro 266,Health,Supplements,5041.0,71,Pune Tech Park Mart,Pune,Maharashtra,5,0.0,25205.0,25205.0
14124,2024-07-15,15,7,3,2024,Monday,181,Electronics Mobiles Alpha 181,Electronics,Mobiles,25796.0,37,Hyderabad North Mart,Hyderabad,Telangana,3,0.0,77388.0,77388.0
14125,2024-01-19,19,1,1,2024,Friday,290,Sports Cycling Flex 290,Sports,Cycling,2729.0,143,Bhopal North Mart,Bhopal,Madhya Pradesh,2,0.0,5458.0,5458.0
14126,2024-08-18,18,8,3,2024,Sunday,478,Stationery Art Supplies Plus 478,Stationery,Art Supplies,487.0,107,Coimbatore South Mart,Coimbatore,Tamil Nadu,5,5.0,2435.0,2313.25
14127,2024-12-28,28,12,4,2024,Saturday,264,Footwear Formal Shoes Max 264,Footwear,Formal Shoes,1491.0,127,Visakhapatnam South Mart,Visakhapatnam,Andhra Pradesh,1,10.0,1491.0,1341.9
14128,2024-12-23,23,12,4,2024,Monday,390,Garden Irrigation Flex 390,Garden,Irrigation,169.0,235,Navi Mumbai Vashi Mart,Navi Mumbai,Maharashtra,3,0.0,507.0,507.0
14129,2024-12-06,6,12,4,2024,Friday,46,Electronics Mobiles Pro 046,Electronics,Mobiles,7301.0,152,Gurugram North Mart,Gurugram,Haryana,2,0.0,14602.0,14602.0
14131,2024-08-14,14,8,3,2024,Wednesday,90,Garden Irrigation Flex 090,Garden,Irrigation,1269.0,65,Pune South Mart,Pune,Maharashtra,2,5.0,2538.0,2411.1
14132,2024-05-02,2,5,2,2024,Thursday,347,Grocery Snacks Edge 347,Grocery,Snacks,830.0,167,Varanasi North Mart,Varanasi,Uttar Pradesh,3,10.0,2490.0,2241.0
14133,2024-08-07,7,8,3,2024,Wednesday,148,Stationery Art Supplies Plus 148,Stationery,Art Supplies,457.0,156,Raipur South Mart,Raipur,Chhattisgarh,4,10.0,1828.0,1645.2
14134,2024-03-01,1,3,1,2024,Friday,280,Furniture Dining Flex 280,Furniture,Dining,16079.0,48,Chennai South Mart,Chennai,Tamil Nadu,2,10.0,32158.0,28942.2
14135,2024-12-22,22,12,4,2024,Sunday,25,Furniture Dining Lite 025,Furniture,Dining,7274.0,80,Jaipur Central Mart,Jaipur,Rajasthan,4,0.0,29096.0,29096.0
14136,2024-08-19,19,8,3,2024,Monday,102,Automotive Bike Care Prime 102,Automotive,Bike Care,5043.0,80,Jaipur Central Mart,Jaipur,Rajasthan,1,0.0,5043.0,5043.0
14137,2024-05-10,10,5,2,2024,Friday,438,Apparel Formal Wear Plus 438,Apparel,Formal Wear,4857.0,159,Vijayawada South Mart,Vijayawada,Andhra Pradesh,2,0.0,9714.0,9714.0
14138,2024-07-04,4,7,3,2024,Thursday,132,Automotive Bike Care Prime 132,Automotive,Bike Care,6453.0,57,Kolkata South Mart,Kolkata,West Bengal,4,0.0,25812.0,25812.0
14139,2024-06-01,1,6,2,2024,Saturday,34,Home Appliances Laundry Max 034,Home Appliances,Laundry,8061.0,221,Cuttack North Mart,Cuttack,Odisha,3,15.0,24183.0,20555.55
14140,2024-07-19,19,7,3,2024,Friday,1,Smart LED Bulb,Electronics,Smart Home,1299.0,10,Mumbai Airport Road Mart,Mumbai,Maharashtra,2,10.0,2598.0,2338.2
14141,2024-02-29,29,2,1,2024,Thursday,94,Home Appliances Laundry Max 094,Home Appliances,Laundry,19641.0,169,Ludhiana Central Mart,Ludhiana,Punjab,13,10.0,255333.0,229799.7
14142,2024-05-02,2,5,2,2024,Thursday,276,Beauty Skin Care Pro 276,Beauty,Skin Care,1155.0,93,Surat East Mart,Surat,Gujarat,1,0.0,1155.0,1155.0
14143,2024-12-01,1,12,4,2024,Sunday,474,Footwear Formal Shoes Max 474,Footwear,Formal Shoes,6121.0,141,Mysuru South Mart,Mysuru,Karnataka,2,15.0,12242.0,10405.7
14144,2024-09-21,21,9,3,2024,Saturday,161,Health Supplements Alpha 161,Health,Supplements,1156.0,59,Kolkata West Mart,Kolkata,West Bengal,3,0.0,3468.0,3468.0
14145,2024-02-10,10,2,1,2024,Saturday,278,Toys Board Games Plus 278,Toys,Board Games,1261.0,31,Bengaluru Station Road Mart,Bengaluru,Karnataka,4,0.0,5044.0,5044.0
14146,2024-03-17,17,3,1,2024,Sunday,412,Books Education Prime 412,Books,Education,1753.0,197,Srinagar North Mart,Srinagar,Jammu and Kashmir,1,20.0,1753.0,1402.4
14147,2024-04-28,28,4,2,2024,Sunday,155,Sports Cycling Lite 155,Sports,Cycling,2184.0,43,Hyderabad Civil Lines Mart,Hyderabad,Telangana,5,0.0,10920.0,10920.0
14148,2024-01-31,31,1,1,2024,Wednesday,171,Beauty Skin Care Alpha 171,Beauty,Skin Care,400.0,122,Bhubaneswar South Mart,Bhubaneswar,Odisha,5,5.0,2000.0,1900.0
14149,2024-04-05,5,4,2,2024,Friday,435,Garden Irrigation Lite 435,Garden,Irrigation,754.0,50,Chennai West Mart,Chennai,Tamil Nadu,3,0.0,2262.0,2262.0
14150,2024-08-08,8,8,3,2024,Thursday,30,Garden Irrigation Flex 030,Garden,Irrigation,489.0,111,Kochi North Mart,Kochi,Kerala,3,20.0,1467.0,1173.6
14151,2024-09-16,16,9,3,2024,Monday,494,Pet Care Pet Health Max 494,Pet Care,Pet Health,535.0,22,Delhi Airport Road Mart,Delhi,Delhi,3,15.0,1605.0,1364.25
14152,2024-12-27,27,12,4,2024,Friday,157,Books Education Edge 157,Books,Education,1018.0,217,Bilaspur North Mart,Bilaspur,Chhattisgarh,1,0.0,1018.0,1018.0
14153,2024-09-13,13,9,3,2024,Friday,163,Stationery Art Supplies Nova 163,Stationery,Art Supplies,622.0,106,Coimbatore North Mart,Coimbatore,Tamil Nadu,1,0.0,622.0,622.0
14154,2024-07-14,14,7,3,2024,Sunday,302,Grocery Snacks Prime 302,Grocery,Snacks,1595.0,245,Tirupati Leela Mahal Mart,Tirupati,Andhra Pradesh,3,0.0,4785.0,4785.0
14155,2024-01-11,11,1,1,2024,Thursday,5,Yoga Mat Pro,Sports,Fitness,1499.0,38,Hyderabad South Mart,Hyderabad,Telangana,1,5.0,1499.0,1424.05
14156,2024-01-09,9,1,1,2024,Tuesday,343,Stationery Art Supplies Nova 343,Stationery,Art Supplies,202.0,13,Delhi Central Mart,Delhi,Delhi,9,5.0,1818.0,1727.1
14157,2024-12-31,31,12,4,2024,Tuesday,219,Footwear Formal Shoes Core 219,Footwear,Formal Shoes,5606.0,14,Delhi North Mart,Delhi,Delhi,3,15.0,16818.0,14295.3
14158,2024-11-17,17,11,4,2024,Sunday,346,Electronics Mobiles Pro 346,Electronics,Mobiles,48401.0,152,Gurugram North Mart,Gurugram,Haryana,4,5.0,193604.0,183923.8
14159,2024-01-19,19,1,1,2024,Friday,354,Footwear Formal Shoes Max 354,Footwear,Formal Shoes,6261.0,135,Rajkot South Mart,Rajkot,Gujarat,2,15.0,12522.0,10643.7
14160,2024-10-20,20,10,4,2024,Sunday,499,Home Appliances Laundry Core 499,Home Appliances,Laundry,27806.0,2,Mumbai North Mart,Mumbai,Maharashtra,1,5.0,27806.0,26415.7
14161,2024-07-13,13,7,3,2024,Saturday,477,Automotive Bike Care Edge 477,Automotive,Bike Care,7668.0,22,Delhi Airport Road Mart,Delhi,Delhi,1,0.0,7668.0,7668.0
14162,2024-04-07,7,4,2,2024,Sunday,426,Beauty Skin Care Pro 426,Beauty,Skin Care,805.0,2,Mumbai North Mart,Mumbai,Maharashtra,2,15.0,1610.0,1368.5
14163,2024-05-28,28,5,2,2024,Tuesday,309,Footwear Formal Shoes Core 309,Footwear,Formal Shoes,3876.0,144,Bhopal South Mart,Bhopal,Madhya Pradesh,29,0.0,112404.0,112404.0
14164,2024-10-27,27,10,4,2024,Sunday,417,Automotive Bike Care Edge 417,Automotive,Bike Care,4848.0,88,Lucknow East Mart,Lucknow,Uttar Pradesh,4,5.0,19392.0,18422.4
14165,2024-10-17,17,10,4,2024,Thursday,316,Electronics Mobiles Pro 316,Electronics,Mobiles,44291.0,174,Amritsar South Mart,Amritsar,Punjab,2,5.0,88582.0,84152.9
14166,2024-10-06,6,10,4,2024,Sunday,334,Home Appliances Laundry Max 334,Home Appliances,Laundry,30961.0,185,Gwalior North Mart,Gwalior,Madhya Pradesh,2,20.0,61922.0,49537.6
14167,2024-03-01,1,3,1,2024,Friday,171,Beauty Skin Care Alpha 171,Beauty,Skin Care,400.0,73,Ahmedabad North Mart,Ahmedabad,Gujarat,1,15.0,400.0,340.0
14168,2024-02-13,13,2,1,2024,Tuesday,259,Home Appliances Laundry Core 259,Home Appliances,Laundry,16486.0,59,Kolkata West Mart,Kolkata,West Bengal,5,15.0,82430.0,70065.5
14169,2024-11-12,12,11,4,2024,Tuesday,476,Health Supplements Pro 476,Health,Supplements,2811.0,202,Jamnagar Central Mart,Jamnagar,Gujarat,3,0.0,8433.0,8433.0
14170,2024-03-31,31,3,1,2024,Sunday,176,Health Supplements Pro 176,Health,Supplements,1711.0,30,Bengaluru MG Road Mart,Bengaluru,Karnataka,1,0.0,1711.0,1711.0
14171,2024-11-01,1,11,4,2024,Friday,9,UltraBook Air Laptop,Electronics,Computers,54999.0,34,Bengaluru Airport Road Mart,Bengaluru,Karnataka,5,0.0,274995.0,274995.0
14172,2024-07-25,25,7,3,2024,Thursday,211,Electronics Mobiles Alpha 211,Electronics,Mobiles,29906.0,44,Hyderabad Tech Park Mart,Hyderabad,Telangana,3,0.0,89718.0,89718.0
14173,2024-01-06,6,1,1,2024,Saturday,334,Home Appliances Laundry Max 334,Home Appliances,Laundry,30961.0,129,Visakhapatnam West Mart,Visakhapatnam,Andhra Pradesh,2,5.0,61922.0,58825.9
14174,2024-12-26,26,12,4,2024,Thursday,181,Electronics Mobiles Alpha 181,Electronics,Mobiles,25796.0,24,Delhi Garden Mart,Delhi,Delhi,2,0.0,51592.0,51592.0
14175,2024-03-07,7,3,1,2024,Thursday,5,Yoga Mat Pro,Sports,Fitness,1499.0,38,Hyderabad South Mart,Hyderabad,Telangana,2,5.0,2998.0,2848.1
14176,2024-06-23,23,6,2,2024,Sunday,68,Toys Board Games Plus 068,Toys,Board Games,2171.0,83,Jaipur East Mart,Jaipur,Rajasthan,4,0.0,8684.0,8684.0
14177,2024-11-02,2,11,4,2024,Saturday,94,Home Appliances Laundry Max 094,Home Appliances,Laundry,19641.0,138,Nashik South Mart,Nashik,Maharashtra,5,10.0,98205.0,88384.5
14178,2024-02-17,17,2,1,2024,Saturday,366,Beauty Skin Care Pro 366,Beauty,Skin Care,1445.0,100,Nagpur Central Mart,Nagpur,Maharashtra,1,5.0,1445.0,1372.75
14179,2024-12-07,7,12,4,2024,Saturday,4,Organic Basmati Rice,Grocery,Staples,799.0,148,Noida Central Mart,Noida,Uttar Pradesh,3,5.0,2397.0,2277.15
14180,2024-09-12,12,9,3,2024,Thursday,60,Garden Irrigation Flex 060,Garden,Irrigation,879.0,38,Hyderabad South Mart,Hyderabad,Telangana,4,0.0,3516.0,3516.0
14181,2024-08-06,6,8,3,2024,Tuesday,334,Home Appliances Laundry Max 334,Home Appliances,Laundry,30961.0,166,Varanasi Central Mart,Varanasi,Uttar Pradesh,4,0.0,123844.0,123844.0
14182,2024-08-17,17,8,3,2024,Saturday,423,Apparel Formal Wear Nova 423,Apparel,Formal Wear,4242.0,54,Chennai Tech Park Mart,Chennai,Tamil Nadu,2,0.0,8484.0,8484.0
14183,2024-01-02,2,1,1,2024,Tuesday,472,Books Education Prime 472,Books,Education,973.0,7,Mumbai Station Road Mart,Mumbai,Maharashtra,2,0.0,1946.0,1946.0
14184,2024-08-18,18,8,3,2024,Sunday,172,Books Education Prime 172,Books,Education,1273.0,81,Jaipur North Mart,Jaipur,Rajasthan,2,0.0,2546.0,2546.0
14185,2024-02-10,10,2,1,2024,Saturday,1,Smart LED Bulb,Electronics,Smart Home,1299.0,205,Bhavnagar North Mart,Bhavnagar,Gujarat,4,0.0,5196.0,5196.0
14186,2024-06-01,1,6,2,2024,Saturday,94,Home Appliances Laundry Max 094,Home Appliances,Laundry,19641.0,33,Bengaluru Tech Park Mart,Bengaluru,Karnataka,2,0.0,39282.0,39282.0
14187,2024-12-11,11,12,4,2024,Wednesday,248,Toys Board Games Plus 248,Toys,Board Games,391.0,138,Nashik South Mart,Nashik,Maharashtra,4,10.0,1564.0,1407.6
14188,2024-09-11,11,9,3,2024,Wednesday,241,Electronics Mobiles Alpha 241,Electronics,Mobiles,34016.0,37,Hyderabad North Mart,Hyderabad,Telangana,2,5.0,68032.0,64630.4
14189,2024-08-12,12,8,3,2024,Monday,275,Sports Cycling Lite 275,Sports,Cycling,1724.0,168,Varanasi South Mart,Varanasi,Uttar Pradesh,4,5.0,6896.0,6551.2
14190,2024-10-28,28,10,4,2024,Monday,371,Health Supplements Alpha 371,Health,Supplements,3926.0,72,Ahmedabad Central Mart,Ahmedabad,Gujarat,3,15.0,11778.0,10011.3
14191,2024-05-10,10,5,2,2024,Friday,78,Apparel Formal Wear Plus 078,Apparel,Formal Wear,3597.0,161,Madurai North Mart,Madurai,Tamil Nadu,5,0.0,17985.0,17985.0
14192,2024-04-12,12,4,2,2024,Friday,321,Beauty Skin Care Alpha 321,Beauty,Skin Care,2550.0,29,Bengaluru West Mart,Bengaluru,Karnataka,5,0.0,12750.0,12750.0
14193,2024-04-16,16,4,2,2024,Tuesday,104,Pet Care Pet Health Max 104,Pet Care,Pet Health,2125.0,1,Mumbai Central Mart,Mumbai,Maharashtra,3,5.0,6375.0,6056.25
14194,2024-10-02,2,10,4,2024,Wednesday,46,Electronics Mobiles Pro 046,Electronics,Mobiles,7301.0,65,Pune South Mart,Pune,Maharashtra,3,0.0,21903.0,21903.0
14195,2024-04-11,11,4,2,2024,Thursday,34,Home Appliances Laundry Max 034,Home Appliances,Laundry,8061.0,44,Hyderabad Tech Park Mart,Hyderabad,Telangana,2,5.0,16122.0,15315.9
14196,2024-03-23,23,3,1,2024,Saturday,309,Footwear Formal Shoes Core 309,Footwear,Formal Shoes,3876.0,55,Kolkata Central Mart,Kolkata,West Bengal,1,0.0,3876.0,3876.0
14197,2024-03-24,24,3,1,2024,Sunday,211,Electronics Mobiles Alpha 211,Electronics,Mobiles,29906.0,57,Kolkata South Mart,Kolkata,West Bengal,3,15.0,89718.0,76260.3
14198,2024-04-24,24,4,2,2024,Wednesday,443,Toys Board Games Nova 443,Toys,Board Games,2546.0,132,Vadodara South Mart,Vadodara,Gujarat,1,5.0,2546.0,2418.7
14199,2024-04-26,26,4,2,2024,Friday,335,Sports Cycling Lite 335,Sports,Cycling,5744.0,42,Hyderabad Station Road Mart,Hyderabad,Telangana,1,0.0,5744.0,5744.0
14200,2024-08-18,18,8,3,2024,Sunday,174,Footwear Formal Shoes Max 174,Footwear,Formal Shoes,3221.0,159,Vijayawada South Mart,Vijayawada,Andhra Pradesh,5,0.0,16105.0,16105.0
14201,2024-12-10,10,12,4,2024,Tuesday,494,Pet Care Pet Health Max 494,Pet Care,Pet Health,535.0,72,Ahmedabad Central Mart,Ahmedabad,Gujarat,1,0.0,535.0,535.0
14202,2024-04-12,12,4,2,2024,Friday,20,Sports Cycling Flex 020,Sports,Cycling,1639.0,164,Kanpur North Mart,Kanpur,Uttar Pradesh,2,5.0,3278.0,3114.1
14203,2024-05-30,30,5,2,2024,Thursday,416,Health Supplements Pro 416,Health,Supplements,591.0,36,Hyderabad Central Mart,Hyderabad,Telangana,3,5.0,1773.0,1684.35
14130,2024-09-14,14,9,3,2024,Saturday,395,Sports Cycling Lite 395,Sports,Cycling,1264.0,47,Chennai North Mart,Chennai,Tamil Nadu,5,0.0,6320.0,6320.0
14204,2024-02-04,4,2,1,2024,Sunday,42,Automotive Bike Care Prime 042,Automotive,Bike Care,2223.0,106,Coimbatore North Mart,Coimbatore,Tamil Nadu,2,15.0,4446.0,3779.1
14205,2024-03-08,8,3,1,2024,Friday,436,Electronics Mobiles Pro 436,Electronics,Mobiles,5731.0,68,Pune MG Road Mart,Pune,Maharashtra,4,10.0,22924.0,20631.6
14206,2024-10-12,12,10,4,2024,Saturday,185,Sports Cycling Lite 185,Sports,Cycling,4194.0,225,Shillong North Mart,Shillong,Meghalaya,3,0.0,12582.0,12582.0
14207,2024-07-14,14,7,3,2024,Sunday,30,Garden Irrigation Flex 030,Garden,Irrigation,489.0,88,Lucknow East Mart,Lucknow,Uttar Pradesh,5,0.0,2445.0,2445.0
14208,2024-08-15,15,8,3,2024,Thursday,209,Pet Care Pet Health Core 209,Pet Care,Pet Health,1120.0,145,Patna Central Mart,Patna,Bihar,2,5.0,2240.0,2128.0
14209,2024-07-08,8,7,3,2024,Monday,5,Yoga Mat Pro,Sports,Fitness,1499.0,156,Raipur South Mart,Raipur,Chhattisgarh,5,0.0,7495.0,7495.0
14210,2024-03-25,25,3,1,2024,Monday,435,Garden Irrigation Lite 435,Garden,Irrigation,754.0,167,Varanasi North Mart,Varanasi,Uttar Pradesh,1,0.0,754.0,754.0
14211,2024-10-14,14,10,4,2024,Monday,454,Home Appliances Laundry Max 454,Home Appliances,Laundry,19121.0,108,Coimbatore East Mart,Coimbatore,Tamil Nadu,3,15.0,57363.0,48758.55
14212,2024-09-03,3,9,3,2024,Tuesday,246,Beauty Skin Care Pro 246,Beauty,Skin Care,225.0,57,Kolkata South Mart,Kolkata,West Bengal,5,5.0,1125.0,1068.75
14213,2024-12-24,24,12,4,2024,Tuesday,301,Electronics Mobiles Alpha 301,Electronics,Mobiles,42236.0,34,Bengaluru Airport Road Mart,Bengaluru,Karnataka,3,5.0,126708.0,120372.6
14214,2024-10-13,13,10,4,2024,Sunday,277,Books Education Edge 277,Books,Education,1258.0,26,Bengaluru North Mart,Bengaluru,Karnataka,4,0.0,5032.0,5032.0
14215,2024-10-31,31,10,4,2024,Thursday,477,Automotive Bike Care Edge 477,Automotive,Bike Care,7668.0,65,Pune South Mart,Pune,Maharashtra,3,15.0,23004.0,19553.4
14216,2024-09-02,2,9,3,2024,Monday,252,Automotive Bike Care Prime 252,Automotive,Bike Care,4593.0,239,Tirupati Leela Mahal Mart,Tirupati,Andhra Pradesh,2,0.0,9186.0,9186.0
14217,2024-02-23,23,2,1,2024,Friday,346,Electronics Mobiles Pro 346,Electronics,Mobiles,48401.0,169,Ludhiana Central Mart,Ludhiana,Punjab,2,10.0,96802.0,87121.8
14218,2024-07-18,18,7,3,2024,Thursday,222,Automotive Bike Care Prime 222,Automotive,Bike Care,3183.0,76,Ahmedabad West Mart,Ahmedabad,Gujarat,4,15.0,12732.0,10822.2
14219,2024-01-08,8,1,1,2024,Monday,350,Sports Cycling Flex 350,Sports,Cycling,6749.0,32,Bengaluru Civil Lines Mart,Bengaluru,Karnataka,3,10.0,20247.0,18222.3
